app,open,duration,sec
System UI,3/16/2018 10:54,1s,1
Messages,3/16/2018 10:54,1s,1
Maps,3/16/2018 11:03,16s,16
Maps,3/16/2018 11:07,36s,36
Messages,3/16/2018 11:10,20s,20
Messenger Lite,3/16/2018 11:10,1s,1
Instagram,3/16/2018 11:10,4s,4
System UI,3/16/2018 11:10,1s,1
Messages,3/16/2018 11:36,33s,33
Instagram,3/16/2018 11:37,2s,2
Messages,3/16/2018 11:37,15s,15
Messages,3/16/2018 11:38,21s,21
Instagram,3/16/2018 11:38,1s,1
Messages,3/16/2018 11:46,3s,3
Messages,3/16/2018 11:46,1s,1
Gmail,3/16/2018 11:51,1s,1
Messages,3/16/2018 12:25,2s,2
Messages,3/16/2018 12:25,1s,1
Phone,3/16/2018 13:05,21s,21
Messages,3/16/2018 13:05,3s,3
Messages,3/16/2018 13:47,3s,3
Messages,3/16/2018 13:47,5s,5
Messages,3/16/2018 13:49,2s,2
Messages,3/16/2018 13:50,1m 2s,62
Messages,3/16/2018 13:51,27s,27
Messages,3/16/2018 14:52,1m 24s,84
Phone,3/16/2018 14:53,25s,25
Contacts,3/16/2018 14:53,3s,3
Messages,3/16/2018 14:53,16s,16
Messages,3/16/2018 14:57,10s,10
Messages,3/16/2018 14:58,21s,21
Messages,3/16/2018 15:00,1s,1
Messages,3/16/2018 15:00,15s,15
Maps,3/16/2018 15:12,1m 56s,116
Gmail,3/16/2018 15:29,8s,8
Maps,3/16/2018 15:29,1m 38s,98
System UI,3/16/2018 15:31,1s,1
Gmail,3/16/2018 15:31,8s,8
Instagram,3/16/2018 15:31,6s,6
Instagram,3/16/2018 15:31,25s,25
System UI,3/16/2018 15:32,1s,1
Maps,3/16/2018 15:50,17s,17
System UI,3/16/2018 15:51,1s,1
Contacts,3/16/2018 15:51,44s,44
Contacts,3/16/2018 15:52,1s,1
Messages,3/16/2018 15:52,4s,4
Phone,3/16/2018 15:52,8s,8
Phone,3/16/2018 15:52,10s,10
Messages,3/16/2018 15:52,8s,8
Phone,3/16/2018 15:53,50s,50
Messages,3/16/2018 15:53,1s,1
Phone,3/16/2018 15:58,1m ,60
Phone,3/16/2018 16:10,1s,1
Phone,3/16/2018 16:12,2s,2
Phone,3/16/2018 16:17,2s,2
Messages,3/16/2018 16:17,3s,3
Messages,3/16/2018 16:22,51s,51
Messages,3/16/2018 16:23,1s,1
Messages,3/16/2018 16:23,2s,2
Messages,3/16/2018 16:28,42s,42
Gmail,3/16/2018 16:29,4s,4
Messages,3/16/2018 16:30,3s,3
Gmail,3/16/2018 16:33,3s,3
Messages,3/16/2018 16:33,15s,15
Messages,3/16/2018 16:37,2s,2
Maps,3/16/2018 16:37,33s,33
Messages,3/16/2018 16:37,2s,2
Messages,3/16/2018 16:40,4s,4
Contacts,3/16/2018 16:40,3s,3
Phone,3/16/2018 16:40,1m 2s,62
Phone,3/16/2018 16:45,4s,4
Contacts,3/16/2018 16:45,56s,56
Contacts,3/16/2018 16:47,1s,1
Messages,3/16/2018 16:55,38s,38
Messages,3/16/2018 16:56,5s,5
Gmail,3/16/2018 16:56,18s,18
Contacts,3/16/2018 16:57,2s,2
Phone,3/16/2018 16:57,37s,37
Contacts,3/16/2018 16:57,8s,8
Contacts,3/16/2018 17:00,1s,1
Phone,3/16/2018 17:00,29s,29
Maps,3/16/2018 17:02,35s,35
Pandora,3/16/2018 17:03,2s,2
Pandora,3/16/2018 17:04,8s,8
Pandora,3/16/2018 17:04,1s,1
Maps,3/16/2018 17:17,3s,3
Pandora,3/16/2018 17:17,1s,1
Maps,3/16/2018 17:17,20m 45s,1245
Messages,3/16/2018 17:38,1s,1
Gmail,3/16/2018 17:38,28s,28
Gmail,3/16/2018 17:39,2s,2
Contacts,3/16/2018 17:39,2s,2
Phone,3/16/2018 17:39,57s,57
Twitter,3/16/2018 17:40,10s,10
Messenger Lite,3/16/2018 17:40,1s,1
Messenger Lite,3/16/2018 17:40,26s,26
Messenger Lite,3/16/2018 17:40,5s,5
Instagram,3/16/2018 17:41,4m 2s,242
Messenger Lite,3/16/2018 17:45,2s,2
Instagram,3/16/2018 17:46,35s,35
Instagram,3/16/2018 17:47,7s,7
Instagram,3/16/2018 17:47,4s,4
Gmail,3/16/2018 17:48,2s,2
Messages,3/16/2018 17:48,17s,17
Instagram,3/16/2018 17:48,21s,21
Gmail,3/16/2018 17:48,20s,20
Gmail,3/16/2018 17:49,20s,20
Gmail,3/16/2018 17:49,9s,9
Gmail,3/16/2018 17:49,6s,6
Messages,3/16/2018 17:49,1m 5s,65
Messages,3/16/2018 17:51,2s,2
Gmail,3/16/2018 17:51,3s,3
Messages,3/16/2018 17:51,4s,4
Messages,3/16/2018 17:51,1m 2s,62
Messages,3/16/2018 17:52,32s,32
Messages,3/16/2018 17:53,22s,22
Messages,3/16/2018 17:54,3s,3
Instagram,3/16/2018 17:54,10s,10
Messages,3/16/2018 17:55,27s,27
Instagram,3/16/2018 17:56,2s,2
Instagram,3/16/2018 17:56,8s,8
Instagram,3/16/2018 17:56,1m 6s,66
Messages,3/16/2018 17:57,2s,2
Clock,3/16/2018 17:58,2s,2
Instagram,3/16/2018 17:58,2s,2
Messages,3/16/2018 17:58,4s,4
Messages,3/16/2018 17:58,7s,7
Messages,3/16/2018 17:59,2s,2
Messages,3/16/2018 17:59,4s,4
Messages,3/16/2018 18:07,3s,3
Messages,3/16/2018 18:37,10s,10
Instagram,3/16/2018 18:43,1m 18s,78
Instagram,3/16/2018 18:44,1s,1
Messages,3/16/2018 18:45,10s,10
Messages,3/16/2018 18:54,2s,2
Firefox,3/16/2018 19:21,1m 40s,100
Messages,3/16/2018 19:23,2s,2
Gmail,3/16/2018 19:36,27s,27
Maps,3/16/2018 19:37,1m 24s,84
System UI,3/16/2018 19:38,1s,1
Maps,3/16/2018 19:39,1m 9s,69
Instagram,3/16/2018 20:02,2s,2
Instagram,3/16/2018 20:03,33s,33
Instagram,3/16/2018 20:03,5s,5
Snapchat,3/16/2018 20:22,34s,34
System UI,3/16/2018 20:30,1s,1
Instagram,3/16/2018 20:30,46s,46
Instagram,3/16/2018 20:31,3s,3
Instagram,3/16/2018 20:31,2s,2
Instagram,3/16/2018 20:51,2s,2
Instagram,3/16/2018 20:51,1m 31s,91
Instagram,3/16/2018 21:15,18s,18
Instagram,3/16/2018 21:15,3s,3
Instagram,3/16/2018 21:16,9s,9
Instagram,3/16/2018 21:17,5m 25s,325
Instagram,3/16/2018 21:22,1s,1
Gallery,3/16/2018 21:23,3s,3
Camera,3/16/2018 21:23,1s,1
Instagram,3/16/2018 21:24,17s,17
My Files,3/16/2018 21:24,43s,43
System UI,3/16/2018 21:33,1s,1
Instagram,3/16/2018 22:34,40s,40
Messages,3/16/2018 22:35,1s,1
Messages,3/16/2018 22:35,20s,20
Camera,3/16/2018 22:36,1m 42s,102
Messages,3/16/2018 22:38,6s,6
Messages,3/16/2018 22:43,1s,1
Maps,3/16/2018 22:43,30s,30
Messages,3/16/2018 22:54,34s,34
Messages,3/16/2018 22:55,10s,10
Messages,3/16/2018 22:56,2s,2
Maps,3/16/2018 22:56,5s,5
Maps,3/16/2018 22:57,6s,6
Maps,3/16/2018 22:57,6s,6
Snapchat,3/16/2018 22:57,1s,1
Messages,3/16/2018 22:57,26s,26
System UI,3/16/2018 22:58,1s,1
Snapchat,3/16/2018 22:58,1s,1
Messages,3/16/2018 22:58,20s,20
Maps,3/16/2018 22:58,10m 38s,638
Maps,3/16/2018 23:09,3s,3
System UI,3/16/2018 23:09,1s,1
Messages,3/16/2018 23:09,5s,5
Phone,3/16/2018 23:09,4s,4
Phone,3/16/2018 23:09,1s,1
Messages,3/16/2018 23:09,20s,20
Phone,3/16/2018 23:09,29s,29
Messages,3/16/2018 23:10,33s,33
Maps,3/16/2018 23:11,2s,2
Maps,3/16/2018 23:11,1s,1
Messages,3/16/2018 23:11,30s,30
Messages,3/16/2018 23:12,1m 10s,70
Maps,3/16/2018 23:13,10s,10
Messages,3/16/2018 23:14,1s,1
Maps,3/16/2018 23:21,28s,28
Maps,3/16/2018 23:22,16m 21s,981
System UI,3/16/2018 23:38,1s,1
Messages,3/17/2018 0:45,16s,16
Messages,3/17/2018 0:48,4s,4
Phone,3/17/2018 0:48,4s,4
Instagram,3/17/2018 0:56,1m 53s,113
Instagram,3/17/2018 7:03,3m 21s,201
System UI,3/17/2018 7:06,1s,1
Gmail,3/17/2018 7:07,7s,7
Gmail,3/17/2018 7:07,1m 42s,102
Google Play Store,3/17/2018 7:09,5s,5
System UI,3/17/2018 7:09,1s,1
Snapchat,3/17/2018 7:09,1m 31s,91
Instagram,3/17/2018 7:10,10m 17s,617
Wikipedia,3/17/2018 7:21,10s,10
Wikipedia,3/17/2018 7:24,55s,55
Wikipedia,3/17/2018 7:25,1s,1
Maps,3/17/2018 7:25,2m 51s,171
Instagram,3/17/2018 7:28,17m 36s,1056
Firefox,3/17/2018 7:46,4s,4
The Weather Channel,3/17/2018 7:46,1s,1
The Weather Channel,3/17/2018 7:46,16s,16
The Weather Channel,3/17/2018 7:46,13s,13
Venmo,3/17/2018 7:46,8s,8
Google Play Store,3/17/2018 7:47,23s,23
Software update,3/17/2018 7:47,3s,3
Software update,3/17/2018 7:47,1s,1
Instagram,3/17/2018 7:47,55s,55
Messages,3/17/2018 9:03,33s,33
Instagram,3/17/2018 9:10,14s,14
Messages,3/17/2018 9:19,3s,3
Messages,3/17/2018 9:19,4s,4
Phone,3/17/2018 9:19,14s,14
Phone,3/17/2018 9:32,1s,1
Snapchat,3/17/2018 9:36,18s,18
Instagram,3/17/2018 9:37,55s,55
WhatsApp,3/17/2018 9:38,15s,15
Instagram,3/17/2018 9:38,1m 14s,74
WhatsApp,3/17/2018 9:39,19s,19
Instagram,3/17/2018 9:40,29s,29
WhatsApp,3/17/2018 9:40,22s,22
Pandora,3/17/2018 10:03,2s,2
Pandora,3/17/2018 10:32,12s,12
Messages,3/17/2018 10:32,2s,2
Messages,3/17/2018 10:33,1s,1
Google Play Store,3/17/2018 10:33,11s,11
Google Play Store,3/17/2018 10:33,15s,15
Parkmobile,3/17/2018 10:34,3s,3
Parkmobile,3/17/2018 10:34,24s,24
Parkmobile,3/17/2018 10:34,5s,5
Parkmobile,3/17/2018 10:34,1m 14s,74
Parkmobile,3/17/2018 10:36,4s,4
Parkmobile,3/17/2018 10:36,23s,23
Parkmobile,3/17/2018 10:36,21s,21
Parkmobile,3/17/2018 10:37,8s,8
Parkmobile,3/17/2018 10:37,22s,22
Parkmobile,3/17/2018 10:37,1s,1
Google Play services,3/17/2018 10:37,2s,2
Parkmobile,3/17/2018 10:37,9s,9
Parkmobile,3/17/2018 10:37,24s,24
Parkmobile,3/17/2018 10:38,5s,5
Package installer,3/17/2018 10:38,1s,1
Parkmobile,3/17/2018 10:38,11s,11
Parkmobile,3/17/2018 10:38,4s,4
Gmail,3/17/2018 10:38,8s,8
Parkmobile,3/17/2018 10:38,1s,1
Parkmobile,3/17/2018 10:38,3s,3
Parkmobile,3/17/2018 10:38,8s,8
Parkmobile,3/17/2018 10:38,7s,7
Parkmobile,3/17/2018 10:39,37s,37
Parkmobile,3/17/2018 10:49,3s,3
Parkmobile,3/17/2018 10:49,1s,1
Messages,3/17/2018 10:49,9s,9
Instagram,3/17/2018 10:50,1s,1
Instagram,3/17/2018 10:50,43s,43
Instagram,3/17/2018 10:50,5s,5
Instagram,3/17/2018 10:50,1s,1
Instagram,3/17/2018 10:50,16s,16
Messages,3/17/2018 11:29,3s,3
Messages,3/17/2018 11:29,18s,18
Parkmobile,3/17/2018 11:39,1s,1
Parkmobile,3/17/2018 12:03,7s,7
Parkmobile,3/17/2018 12:03,1s,1
Instagram,3/17/2018 12:03,5s,5
Instagram,3/17/2018 12:03,55s,55
Parkmobile,3/17/2018 12:10,1s,1
Parkmobile,3/17/2018 12:10,7s,7
Parkmobile,3/17/2018 12:26,1s,1
Parkmobile,3/17/2018 12:27,4s,4
Messages,3/17/2018 12:28,49s,49
Maps,3/17/2018 12:39,10s,10
Messages,3/17/2018 12:42,13s,13
Messages,3/17/2018 12:54,38s,38
Maps,3/17/2018 13:00,3s,3
Messages,3/17/2018 13:00,1s,1
Pandora,3/17/2018 13:00,11s,11
Pandora,3/17/2018 13:04,2s,2
Contacts,3/17/2018 13:05,4s,4
Phone,3/17/2018 13:05,4s,4
Phone,3/17/2018 13:06,1s,1
Gmail,3/17/2018 13:06,19s,19
Gmail,3/17/2018 13:07,8s,8
Snapchat,3/17/2018 13:07,20s,20
Maps,3/17/2018 13:30,16s,16
System UI,3/17/2018 13:43,1s,1
Instagram,3/17/2018 13:43,17s,17
Firefox,3/17/2018 13:44,11s,11
Firefox,3/17/2018 13:44,1m 2s,62
Instagram,3/17/2018 13:50,1m 48s,108
Contacts,3/17/2018 13:52,3s,3
Messages,3/17/2018 13:52,6s,6
Phone,3/17/2018 13:52,1m 32s,92
Phone,3/17/2018 14:01,6s,6
Messages,3/17/2018 14:08,3s,3
Phone,3/17/2018 14:08,5s,5
Phone,3/17/2018 14:17,3s,3
Contacts,3/17/2018 14:17,2s,2
Phone,3/17/2018 14:17,8s,8
Phone,3/17/2018 14:20,2s,2
Instagram,3/17/2018 14:21,1m 9s,69
Camera,3/17/2018 14:22,6s,6
Gallery,3/17/2018 14:22,2s,2
Android System,3/17/2018 14:22,4s,4
Instagram,3/17/2018 14:22,19s,19
Instagram,3/17/2018 14:23,18s,18
Instagram,3/17/2018 14:23,10s,10
Instagram,3/17/2018 14:23,6s,6
Venmo,3/17/2018 14:26,4s,4
Venmo,3/17/2018 14:26,1s,1
Instagram,3/17/2018 15:00,6s,6
Instagram,3/17/2018 15:01,53s,53
Contacts,3/17/2018 15:02,2s,2
Phone,3/17/2018 15:02,38s,38
Gmail,3/17/2018 15:02,12s,12
Gmail,3/17/2018 15:02,29s,29
Instagram,3/17/2018 15:08,7s,7
Instagram,3/17/2018 15:08,1m 17s,77
Messages,3/17/2018 15:09,3s,3
Messages,3/17/2018 15:09,1m 25s,85
Instagram,3/17/2018 15:11,11m 50s,710
Instagram,3/17/2018 15:27,30s,30
Instagram,3/17/2018 15:28,4s,4
Instagram,3/17/2018 15:28,5s,5
System UI,3/17/2018 15:28,1s,1
Messages,3/17/2018 15:32,8s,8
Messages,3/17/2018 15:35,1m ,60
Gmail,3/17/2018 15:43,22s,22
Phone,3/17/2018 15:43,4s,4
Phone,3/17/2018 15:44,37s,37
Instagram,3/17/2018 15:44,18s,18
Instagram,3/17/2018 15:57,39s,39
Instagram,3/17/2018 15:59,48s,48
Firefox,3/17/2018 16:01,1m 5s,65
Firefox,3/17/2018 16:02,2s,2
Instagram,3/17/2018 16:02,11s,11
Instagram,3/17/2018 16:14,21s,21
Gmail,3/17/2018 16:15,6s,6
Venmo,3/17/2018 16:16,8s,8
Software update,3/17/2018 16:16,2s,2
Software update,3/17/2018 16:17,1s,1
Instagram,3/17/2018 16:17,3m 26s,206
Messages,3/17/2018 17:01,15s,15
Messages,3/17/2018 17:01,1s,1
Instagram,3/17/2018 17:01,5m 26s,326
Instagram,3/17/2018 17:07,1s,1
Snapchat,3/17/2018 17:07,31s,31
Instagram,3/17/2018 17:07,2m 34s,154
System UI,3/17/2018 17:10,1s,1
Messages,3/17/2018 17:10,32s,32
Instagram,3/17/2018 17:12,18s,18
Messages,3/17/2018 17:17,13s,13
Messages,3/17/2018 17:18,6s,6
Messages,3/17/2018 17:18,26s,26
Clock,3/17/2018 17:19,1s,1
Phone,3/17/2018 17:31,7s,7
Clock,3/17/2018 17:31,5s,5
Snapchat,3/17/2018 17:31,22s,22
Venmo,3/17/2018 17:31,7s,7
Venmo,3/17/2018 17:31,13s,13
System UI,3/17/2018 17:32,1s,1
Gmail,3/17/2018 17:32,9s,9
Snapchat,3/17/2018 17:32,18s,18
System UI,3/17/2018 17:32,2s,2
Instagram,3/17/2018 17:32,25s,25
Instagram,3/17/2018 17:34,1m ,60
System UI,3/17/2018 17:35,1s,1
Messages,3/17/2018 18:17,1m 10s,70
Messages,3/17/2018 18:19,1m 8s,68
Messages,3/17/2018 18:37,1m 10s,70
Messages,3/17/2018 18:38,6s,6
Messages,3/17/2018 18:42,4s,4
Messages,3/17/2018 18:42,4s,4
Instagram,3/17/2018 18:43,12s,12
Messages,3/17/2018 19:13,53s,53
Instagram,3/17/2018 19:37,4s,4
Wikipedia,3/17/2018 19:37,10s,10
Wikipedia,3/17/2018 19:37,1s,1
Snapchat,3/17/2018 22:52,42s,42
System UI,3/17/2018 22:53,1s,1
Netflix,3/17/2018 22:53,7s,7
Netflix,3/17/2018 22:53,2m 42s,162
Netflix,3/17/2018 22:56,3m 30s,210
Netflix,3/17/2018 22:59,16s,16
Netflix,3/17/2018 23:00,2m 41s,161
Netflix,3/17/2018 23:02,6s,6
Netflix,3/17/2018 23:02,7m 45s,465
Netflix,3/17/2018 23:10,1h 38m,5897
Netflix,3/18/2018 0:48,1h 33m,5605
Netflix,3/18/2018 8:22,1s,1
System UI,3/18/2018 8:22,1s,1
Snapchat,3/18/2018 8:36,1m 34s,94
Instagram,3/18/2018 8:44,21s,21
Instagram,3/18/2018 8:44,9s,9
Instagram,3/18/2018 8:44,3s,3
Snapchat,3/18/2018 9:40,2m 13s,133
Snapchat,3/18/2018 9:42,3s,3
Instagram,3/18/2018 9:42,1m 18s,78
The Weather Channel,3/18/2018 9:44,21s,21
Instagram,3/18/2018 9:51,35s,35
Instagram,3/18/2018 9:52,3s,3
Instagram,3/18/2018 9:52,6m 41s,401
Gmail,3/18/2018 9:59,3s,3
Instagram,3/18/2018 10:28,2m 30s,150
Instagram,3/18/2018 10:30,2s,2
Instagram,3/18/2018 10:31,56s,56
Instagram,3/18/2018 10:42,7s,7
Instagram,3/18/2018 10:43,2s,2
Instagram,3/18/2018 10:43,14s,14
Gmail,3/18/2018 11:39,1m ,60
Messages,3/18/2018 11:52,1m 45s,105
Messages,3/18/2018 12:39,1m 27s,87
Messages,3/18/2018 13:00,3s,3
Gmail,3/18/2018 13:00,4s,4
Messages,3/18/2018 13:14,1s,1
Messages,3/18/2018 14:13,4s,4
Messages,3/18/2018 14:13,2s,2
Instagram,3/18/2018 14:13,6s,6
Instagram,3/18/2018 14:13,1m 28s,88
Instagram,3/18/2018 14:13,4s,4
Messages,3/18/2018 14:15,13s,13
Gmail,3/18/2018 14:16,8s,8
Instagram,3/18/2018 14:16,2s,2
Instagram,3/18/2018 14:16,55s,55
System UI,3/18/2018 14:17,1s,1
Gmail,3/18/2018 14:19,1m 9s,69
Gmail,3/18/2018 14:37,1m 2s,62
Gmail,3/18/2018 14:38,1s,1
Twitter,3/18/2018 14:38,2s,2
Twitter,3/18/2018 14:38,22s,22
Twitter,3/18/2018 14:39,15s,15
Messages,3/18/2018 14:40,1m 53s,113
Messages,3/18/2018 14:42,1s,1
Twitter,3/18/2018 14:42,11s,11
Twitter,3/18/2018 14:42,9s,9
Messages,3/18/2018 14:58,7s,7
Instagram,3/18/2018 14:58,8s,8
Firefox,3/18/2018 15:07,1m ,60
Messages,3/18/2018 17:24,49s,49
Messages,3/18/2018 17:35,1m 1s,61
Messages,3/18/2018 17:36,1s,1
Instagram,3/18/2018 17:57,20s,20
Firefox,3/18/2018 18:00,6s,6
Firefox,3/18/2018 18:00,3m 56s,236
Netflix,3/18/2018 18:44,10s,10
Netflix,3/18/2018 18:45,2s,2
Netflix,3/18/2018 18:45,2s,2
Netflix,3/18/2018 18:45,30m 18s,1818
Netflix,3/18/2018 19:15,3m 1s,181
Messages,3/18/2018 19:18,5s,5
Netflix,3/18/2018 19:18,41m 33s,2493
Messages,3/18/2018 20:25,1m 11s,71
Messages,3/18/2018 20:26,1s,1
Instagram,3/18/2018 20:26,47s,47
Instagram,3/18/2018 20:32,25s,25
Messages,3/18/2018 20:42,1m 4s,64
Phone,3/18/2018 21:15,6s,6
Phone,3/18/2018 21:46,1s,1
Phone,3/18/2018 21:46,13s,13
Phone,3/18/2018 21:46,1s,1
Phone,3/18/2018 22:02,1s,1
Messages,3/18/2018 22:03,5s,5
Samsung Internet,3/18/2018 22:03,16s,16
Messages,3/18/2018 22:03,4s,4
Samsung Internet,3/18/2018 22:03,20s,20
Messages,3/18/2018 22:03,1m 9s,69
Samsung Internet,3/18/2018 22:05,31s,31
Samsung Internet,3/18/2018 22:05,16s,16
Messages,3/18/2018 22:05,31s,31
Messages,3/18/2018 22:06,3s,3
Samsung Internet,3/18/2018 22:06,12s,12
Messages,3/18/2018 22:06,1m ,60
Samsung Internet,3/18/2018 22:24,1m 19s,79
Messages,3/18/2018 22:26,1s,1
Samsung Internet,3/18/2018 22:26,1s,1
Messages,3/18/2018 22:26,1m 55s,115
Messages,3/18/2018 22:30,3m 14s,194
Messages,3/18/2018 22:33,3m 45s,225
Messages,3/18/2018 22:37,3m 29s,209
Messages,3/18/2018 22:41,1m 5s,65
Messages,3/18/2018 22:42,3m 45s,225
Messages,3/18/2018 22:45,3m 56s,236
Messages,3/18/2018 22:50,8m 59s,539
Messages,3/18/2018 22:59,1m ,60
Messages,3/18/2018 23:08,1m 25s,85
Messages,3/18/2018 23:13,2m 13s,133
Messages,3/18/2018 23:15,1m 25s,85
Messages,3/18/2018 23:17,40s,40
Instagram,3/18/2018 23:17,15s,15
Instagram,3/18/2018 23:18,13s,13
Tumblr,3/19/2018 0:11,6s,6
Tumblr,3/19/2018 0:11,30s,30
Tumblr,3/19/2018 0:11,10s,10
Tumblr,3/19/2018 0:11,6s,6
Tumblr,3/19/2018 0:12,2m 28s,148
Tumblr,3/19/2018 0:14,59s,59
Tumblr,3/19/2018 0:15,17s,17
Tumblr,3/19/2018 0:15,1m 10s,70
Tumblr,3/19/2018 0:17,24s,24
Tumblr,3/19/2018 0:17,1m 48s,108
Tumblr,3/19/2018 0:19,4s,4
Tumblr,3/19/2018 0:19,19s,19
Tumblr,3/19/2018 0:19,3s,3
Tumblr,3/19/2018 0:19,15s,15
Tumblr,3/19/2018 0:19,21s,21
Tumblr,3/19/2018 0:20,2s,2
Tumblr,3/19/2018 0:20,15s,15
Tumblr,3/19/2018 0:20,1m 25s,85
Tumblr,3/19/2018 0:22,4m 39s,279
Tumblr,3/19/2018 0:22,2s,2
Tumblr,3/19/2018 7:07,33s,33
Gmail,3/19/2018 7:08,1m 18s,78
Gmail,3/19/2018 8:25,12s,12
System UI,3/19/2018 8:26,11s,11
Gmail,3/19/2018 8:26,26s,26
Gmail,3/19/2018 8:44,1s,1
Gmail,3/19/2018 8:46,6s,6
Gmail,3/19/2018 8:50,1m 15s,75
Contacts,3/19/2018 9:24,1m ,60
Contacts,3/19/2018 9:25,1s,1
Instagram,3/19/2018 9:43,4m 30s,270
Gmail,3/19/2018 9:50,4s,4
Gmail,3/19/2018 9:50,2s,2
Messages,3/19/2018 9:55,2s,2
Messages,3/19/2018 9:55,28s,28
Google Play Store,3/19/2018 9:58,5s,5
Google Play Store,3/19/2018 9:58,3s,3
Messages,3/19/2018 9:59,1m 2s,62
Messages,3/19/2018 10:00,8s,8
Contacts,3/19/2018 10:09,5s,5
Phone,3/19/2018 10:14,2m ,120
Phone,3/19/2018 10:33,1m ,60
Phone,3/19/2018 10:39,1m ,60
Phone,3/19/2018 10:40,1m ,60
Phone,3/19/2018 10:47,1s,1
Messages,3/19/2018 10:47,1m 33s,93
Messages,3/19/2018 10:55,2s,2
Gmail,3/19/2018 11:01,1m 9s,69
Gmail,3/19/2018 11:02,1m ,60
Gmail,3/19/2018 11:04,1s,1
Messages,3/19/2018 11:04,3s,3
Messages,3/19/2018 11:09,1m 20s,80
Messages,3/19/2018 11:10,5s,5
Messenger Lite,3/19/2018 11:39,1s,1
Messenger Lite,3/19/2018 11:39,10s,10
Messages,3/19/2018 11:40,1m 25s,85
Instagram,3/19/2018 11:42,4m 18s,258
Messages,3/19/2018 11:46,22s,22
Pandora,3/19/2018 11:46,2m ,120
Pandora,3/19/2018 11:47,2s,2
Pandora,3/19/2018 11:48,1m ,60
Messages,3/19/2018 12:00,11s,11
Pandora,3/19/2018 12:04,2s,2
Pandora,3/19/2018 12:08,1m 39s,99
Pandora,3/19/2018 12:09,2s,2
Netflix,3/19/2018 12:09,2s,2
Netflix,3/19/2018 12:09,17m ,1020
Messages,3/19/2018 12:26,41s,41
Snapchat,3/19/2018 12:27,2m 8s,128
Messages,3/19/2018 12:29,7s,7
Gmail,3/19/2018 12:29,3s,3
Instagram,3/19/2018 12:29,5m 6s,306
Gmail,3/19/2018 12:37,17s,17
Snapchat,3/19/2018 12:38,37s,37
Instagram,3/19/2018 12:38,6s,6
Pandora,3/19/2018 12:39,1s,1
Gmail,3/19/2018 12:43,10s,10
Maps,3/19/2018 12:46,1m 5s,65
System UI,3/19/2018 12:47,1s,1
Instagram,3/19/2018 12:47,1m 43s,103
Pandora,3/19/2018 12:49,2s,2
Pandora,3/19/2018 12:50,24s,24
Pandora,3/19/2018 12:51,5s,5
Snapchat,3/19/2018 13:02,24s,24
Messages,3/19/2018 13:03,1m ,60
Messages,3/19/2018 13:24,45s,45
Snapchat,3/19/2018 13:24,9s,9
Gmail,3/19/2018 13:25,6s,6
Messages,3/19/2018 13:25,23s,23
Snapchat,3/19/2018 13:25,33s,33
Gallery,3/19/2018 13:26,15s,15
Android System,3/19/2018 13:26,3s,3
Instagram,3/19/2018 13:26,29s,29
Gallery,3/19/2018 13:27,9s,9
Video Player,3/19/2018 13:27,8s,8
Gallery,3/19/2018 13:27,12s,12
Video Player,3/19/2018 13:27,5s,5
Gallery,3/19/2018 13:27,8s,8
Messages,3/19/2018 13:29,10s,10
Messages,3/19/2018 13:32,1m 2s,62
Messages,3/19/2018 13:33,31s,31
Instagram,3/19/2018 13:34,17s,17
Messages,3/19/2018 13:34,8s,8
Phone,3/19/2018 13:34,1m ,60
Phone,3/19/2018 13:43,1m ,60
Phone,3/19/2018 13:49,2s,2
Messages,3/19/2018 13:49,1s,1
Messages,3/19/2018 13:49,2s,2
Snapchat,3/19/2018 13:49,1m ,60
Messages,3/19/2018 13:50,56s,56
Snapchat,3/19/2018 13:59,32s,32
Instagram,3/19/2018 14:09,1m 9s,69
Snapchat,3/19/2018 14:10,1m 8s,68
Snapchat,3/19/2018 14:11,16s,16
Instagram,3/19/2018 14:12,1s,1
Instagram,3/19/2018 14:14,17s,17
Instagram,3/19/2018 14:32,17s,17
Maps,3/19/2018 14:34,1m 23s,83
Messages,3/19/2018 14:35,1m 3s,63
Messages,3/19/2018 14:44,4s,4
Instagram,3/19/2018 14:47,1m 8s,68
Instagram,3/19/2018 14:54,39s,39
Snapchat,3/19/2018 14:55,41s,41
Instagram,3/19/2018 14:56,3s,3
Instagram,3/19/2018 14:56,5s,5
Instagram,3/19/2018 14:56,4s,4
Instagram,3/19/2018 14:57,2m 53s,173
Instagram,3/19/2018 15:00,20s,20
Instagram,3/19/2018 15:00,8s,8
Snapchat,3/19/2018 15:01,25s,25
Snapchat,3/19/2018 15:05,1m 19s,79
Instagram,3/19/2018 15:07,22s,22
Instagram,3/19/2018 15:07,26s,26
Instagram,3/19/2018 15:15,1m 6s,66
Instagram,3/19/2018 15:22,2s,2
Messages,3/19/2018 15:22,3s,3
Messages,3/19/2018 15:24,1m 12s,72
Messages,3/19/2018 15:25,1m 11s,71
Messages,3/19/2018 15:26,45s,45
Messages,3/19/2018 15:32,1m 48s,108
Messages,3/19/2018 15:33,1m 7s,67
Messages,3/19/2018 15:39,1s,1
Messages,3/19/2018 15:39,11s,11
Messages,3/19/2018 16:20,7s,7
Messages,3/19/2018 16:20,12s,12
Messages,3/19/2018 16:30,2s,2
Messages,3/19/2018 16:30,12s,12
Gmail,3/19/2018 16:30,5s,5
Instagram,3/19/2018 16:30,10s,10
